"1","AFADE","1","aal","7","How extendable is Makary literature to Afade villages?Are Afade speakers' high level of oral comprehension of Mpade due to inherent intelligibility or to general bilingualism?Sean Allison is trying to work with this group also.","CM","","36000","5,000 in Cameroon (Tourneux 2004). Population total all countries: 36,000.","Afro-Asiatic","4"
"5","AGHEM","1","agq","6","The prospective language development team may want to introduce Aghem literature at Bu (Laimbue) and Fungom in order to test their acceptability.  -At least 3 CREA word lists are available.-Eth14: May be intelligible with Isu or Weh. Regional differen","CM","Anglophone","26700","26,700 (2000), increasing.","Niger-Congo","7"
"63","AKOOSE","1","bss","6","An attempt be made to use lower Bakossi as the reference dialect. Continuing evaluation should be done in monitoring the various factors to see there are any major changes in the future.CREA word list is for Nninong dialect.","CM","Anglophone","100000","100,000 (2001 SIL), increasing.","Niger-Congo","5"
"7","AKUM","1","aku","7","Breton 1993 writes about this.  See comments in Yukuben entry.Eth14: Isolated, no roads. Bilingualism in Jukun is limited. Cameroonian Pidgin is spoken  in the area also.","CM","Anglophone","1400","1,400 in Cameroon (2002 SIL).","Niger-Congo","7"
"4","AMBELE","1","ael","7","est. pop: 4,600villages: AMBELLE, ANJAKE, AWI, BARAMBICHANG, EGBECHU, LAPU, MENDA, OLORUNTI, TAMBANG, TANKA.Needs RA.  Difficult access.  Road access to Olorunti.  Must cross large hanging bridge and trek from there on.","CM","Anglophone","2600","2,600 (2000 SIL).","Niger-Congo","7"
"252","ARABIC, CHADIAN SPOKEN","1","shu","4","OT translation going on.  NT in both Arabic and Roman scripts.","CM","Francophone","1139000","896,000 in Chad (2006), increasing. Population total all countries: 1,139,000.","Afro-Asiatic","4"
"11","ATONG","1","ato","8","est. pop: 4,000Villages: AKANUNKUANJAKE, ANJING, ATONG, EKOH, EMUAIs intelligibility of Manta (Bantakpa) inherent or learned?Difficult access.  Maybe go to Ngwo with 4WD and trek on to Eko.","CM","Anglophone","4200","4,200 (2000 SIL).","Niger-Congo","7"
"12","AWING","1","azo","6","Grebe says population could be 20,000+.Eth14: 74% lexical similarity with Bamukumbit.  Also related to Bafut, Bambili, Kpati, Mendankwe, Ngemba, and Pinyin.","CM","Anglophone","19000","19,000 (2001 SIL).","Niger-Congo","7"
"25","BABA","1","bbw","7","info from SIL 1982,87.Speakers refer to their language as 'Papia'.  Related to Mungaka.","CM","Anglophone","24500","24,500 (2005 SIL).","Niger-Congo","7"
"23","BABANKI","1","bbk","6","Population: 30,000Eth14:Two primary villages:   'Kejom Keku' (Big Babanki) and 'Kedom Ketingo.","CM","Anglophone","39000","39,000 (2011 SIL), increasing.","Niger-Congo","7"
"630","KOONZIME","1","ozm","6"," Potential future secondary project for CARLA transfer to Njyem (Ndjem?) dialect.Njyem has it's own Language Committee and NACALCO lists it as tied to ALCAM 381 (?)RTT results of 95 shows that:the level of comprehension between Nzime and Ndjen (8","CM","Francophone","40000","40,000 (2011 SIL). 26,400 monolinguals. Ethnic population: 40,000.","East province","3"
"35","BAFANJI","1","bfj","7","RTT should wait until one of the Ndop Plain languages is being standardized.Eth14: Speakers refer to their language as 'Chuufi'.  Closely related to Bamali, Bamenyam, and Bambalang","CM","Anglophone","17000","17,000 (2008 SIL).","Niger-Congo","7"
"69","BAFAW-BALONG","1","bwt","7","also 642 (balong).  DTL participant represented Bafaw.  Has Language Committee.Potential future secondary project in Bafaw dialect.  There are requests for assistance, but it is not clear what level of community interest exists.  R. Hedinger will supp","CM","","8400","8,400 (1982 SIL).","Niger-Congo","9"
"147","BAFIA","1","ksf","6","also 581 (lefa'), 582 (dimbong), 583 (ripey).  DTL participant represented the Balom dialect.Language committee is for the Rikpa variety.Speakers refer to their language as 'Rikpa' and to themselves as 'Bekpak'.","CM","Francophone","60000","60,000 (1991 UBS).","Niger-Congo","2"
"34","BAFUT","1","bfd","6","Beba' relationship to Bafut needs to be determined.  RTT test tape is already constructed.   Can be done at the same time as the Ngemba/Mundum 2 RTT.NT dedicated June 2000.","CM","","105000","105,000 (2005), increasing.","Niger-Congo","7"
"43","BAKA","1","bkc","7","Eth14: Also on Gabon.  Bayanga of CAR may be a dialect.  Nomadic but being encouraged by the government to settle along the roadways. Different from Baka of Democratic Republic of Congo and Sudan.","CM","Francophone","40000","40,000 in Cameroon (2007 Y. Léonard). Population total all countries: 43,200. 15,000 monolinguals. Mainly women. Ethnic population: 40,000.","Niger-Congo","3"
"305","BAKAKA","1","bqz","8","Split off from Mbo in 1995 after the Mbo survey (June 1994)Mkaa is the name used by the Language Committee.Related to Akoose, Bassossi, and Mbo.","CM","Francophone","30000","30,000 (1998 SIL).","Niger-Congo","5"
"44","BAKOKO","1","bkh","7","Potential future secondary project.Admin level investigation needed to establish whether SIL needs to be involved here.  Widely scattered communities.","CM","","50000","50,000 (1982 SIL), increasing.","Niger-Congo","5"
"139","BAKOLE","1","kme","11","Eth14: May be intelligible with or bilingual in Mokpwe.","CM","","300","300 (1982 SIL).","Niger-Congo","9"
"60","MOKPWE","1","bri","7"," ","CM","Anglophone","32200","32,200 (1982 SIL).",,"9"
"30","BALDEMU","1","bdn","11","Survey Feb 2000 revealed one known speaker but with possibly two in Balda and three in Lara.","CM","Francophone","4","4 (2003 SIL).","Afro-Asiatic","4"
"57","BALO","1","bqo","8","est. pop: 400Follow-up survey needed.Eth 14: 60% lexical similarity with Osatu, 40% with Ipulo and Caka, 35% with Esimbi and Mesaka","CM","Francophone","2230","2,230 (2000).","Niger-Congo","9"
"31","OROKO","1","bdu","6","World Team families Dan Friesen and Michael Scott  are working in the Mbonge dialect with hopes to  extend to all of Oroko.Recommendations from RA:RTT may need to be done when translation begins. Eth14: More than one translation may be needed.","CM","","106000","106,000 (2000).","Niger-Congo","9"
"24","BAMALI","1","bbq","7","RTT should wait until one of the Ndop Plain languages is being standardized.  (See below)Bamali speakers could benefit from a neighboring language project  if Bamali itself is not standardised. Evaluate comprehension and attitudes toward toward (mater","CM","Anglophone","10800","10,800 (2008 SIL).","Niger-Congo","7"
"49","BAMBALANG","1","bmo","6","High linguistic priority for a  team assignment.RTT should wait until one of the Ndop Plain languages is being standardized.Eth14: Speakers refer to their language as 'Mboyakum'.  Related to Bafanji, Bamenyam, Bamun, Bamali, Bangolan.","CM","Anglophone","29000","29,000 (2008 SIL).","Niger-Congo","7"
"18","BAMBILI-BAMBUI","1","baw","7","Survey said translation status should be changed to 'Unlikely' and that adult literacy classes should be started and to iinolve Bambili schools in PROPELCA.  If these are successful, then translation status could become 'No need'  But if unsuccessful, st","CM","Anglophone","10000","10,000 (Dieu and Renaud 1983), increasing.","Niger-Congo","7"
"28","BAMENYAM","1","bce","7","RTT should wait until one of the Ndop Plain languages is being standardized.Recommend further study of languages of the four villages to be linguistically related  to Bamenyam village is recommended.  If true, a language development project may reach ","CM","Francophone","4000","4,000 (1994 SIL).","Niger-Congo","7"
"602","YAMBA","1","yam","6"," 2 CREA word lists are available.Seasonal immigrants in Nigeria.","CM","Anglophone","80000","80,000 in Cameroon (2000), increasing. Includes those living outside the area.","Niger-Congo","7"
"58","BAMUKUMBIT","1","bqt","7","RTT should wait until one of the Ndop Plain languages is being standardized.Bamenkubit est uotidiennement utilisee et ne connait pas l'influence d'une autre langue. Son appartenance aux parlers de ses voisins (soit Bafanji, Bambalang, Bamali et Bameny","CM","Anglophone","12000","12,000 (2008 census).","Niger-Congo","7"
"19","BAMUN","1","bax","4","Eth14: Related to Bafanji, Bamali, Bambalang, Bangolan. Has its own script, though not used for current orthography.","CM","Francophone","215000","215,000 (1982 SIL).","Niger-Congo","10"
"211","BAMUNKA","1","bvm","6","Eth14: Speakers refer to the language as 'Niemeng'.","CM","Anglophone","31000","31,000 (2008 SIL).","Niger-Congo","7"
"99","BANA","1","bcw","6","Eth14: NT in first draft; 25% checked (1994).  Closely related to Psikye and Hya in Cameroon and Kamwe in Nigeria.","CM","Francophone","23000","23,000 (2007 SIL). 14,000 Gamboura and 9,000 Guili.","Afro-Asiatic","4"
"37","BANGANDU","1","bgf","7","Eth14: Some work in progress. May be related to Ngombe in CAR.","CM","Francophone","2700","2,700 (Voegelin and Voegelin 1977).","Niger-Congo","3"
"38","BANGOLAN","1","bgj","7","Standardisation is advisable  due to isolation and interest in developing the language.The most distinct linguistically and culturally of the Ndop languages. Most closely related to Bambalang.Pop: 6,300 to 15,000 (1994 SIL)","CM","Anglophone","14000","14,000 (2011).","Niger-Congo","7"
"21","BAROMBI","1","bbi","8","Eth14: May be intelligible with Abo.An RA done here might be done in conjunction with Abo and Bonkeng (ALCAM dialect of Mbo).","CM","Francophone","3000","3,000 (2001 SIL).","Niger-Congo","9"
"13","BASAA","1","bas","6","A revision was started but has since been stopped (1999).","CM","Francophone","230000","230,000 (1982 SIL).","Niger-Congo","5"
"62","BASSOSSI","1","bsi","7","Potential future secondary project.  Reading and Writing book produced in non-standard orthograpy and reprinted in 1989?Check with R. Hedinger for more details about this language.Eth14: Related to Mbo.","CM","","5000","5,000 (2004 SIL).","Niger-Congo","9"
"64","BATA","1","bta","7","2 CREA word lists available.Eth14: 'Demsa' may be an alternate name or dialect. Bacama dialect is only in Nigeria.","CM","","152500","150,000 in Nigeria (1992). Population total all countries: 152,500.","Afro-Asiatic","6"
"52","BATANGA","1","bnm","8","Bano'o could serve as a standard dialect, there is a good amount of French bilingualism, but attitudes are good towards MT.  However the survey did not assess Batanga in EG though Scott Smith (Wycliffe Spain director and head of the EG advance) reports th","CM","Francophone","15000","9,000 in Equatorial Guinea (Johnstone and Mandryk 2001), decreasing. Population total all countries: 15,000. Very few monolinguals.","Niger-Congo","9"
"66","BATI","1","btc","7","If Bati language were to be standardised, this could only be done with the full participation of the community leaders, both outside the Bati canton, and within. Since there seems to be little evidence that standardisation is a felt need at present, it se","CM","Francophone","800","800 (1975 census).","Niger-Congo","5"
"74","NAAMI","1","bzv","7","est. pop: 2,500RTT to be scheduled to measure comprehension of Nsari.","CM","Anglophone","2500","2,500 (2001 SIL).","Niger-Congo","7"
"32","BEBELE","1","beb","8","Le Bamvele et l'ewondo sont devenus au fil des ans deux langues a part. Il faudrait proceder a des tests plus pousses visant a une evaluation systematique du niveau de bilinguisme en Ewondo chez les Bamveles. Ces tests doivent se faire aupres d'un echanti","CM","Francophone","24000","24,000 (Welmers 1971).","Niger-Congo","3"
"70","BEBIL","1","bxp","7","May be sufficiently bilingual in Beti and Bebele","CM","","6000","6,000 (1991 SIL).","Niger-Congo","3"
"53","BEEZEN","1","bnz","8","Breton 1993 writes about this.  See comments in Yukuben entry.","CM","Anglophone","450","450 (2001 SIL).","Niger-Congo","7"
"27","BEFANG","1","bby","7","also 825 (modele)Pop. Est. 5,000-10,000","CM","","2980","2,980 (2000).","Niger-Congo","7"
"47","BEKWEL","1","bkw","6","there are two languages for the ALCA M  431: Mezime and mpo. The first two neighbouring languages are for mezime, and the second group of 3 for mpo. A further survey will need to be done by SIL branch in republic of Congo, where most of the Bekwel speaker","CM","Francophone","12060","9,600 in Congo (2003). Population total all countries: 12,060.","Niger-Congo","3"
"72","BIKYA","1","byb","1","Breton has written something on these 'residual languages' he calls them in the Furu-Awa subdivision.  Breton 1993.  Article in JWAL.","CM","","0","No known L1 speakers.","Niger-Congo","7"
"68","BISHUO","1","bwh","1","Breton has written something on these 'residual languages' he calls them in the Furu-Awa subdivision.  Breton 1993.  Article in JWAL.","CM","","0","No known L1 speakers.","Niger-Congo","7"
"59","BITARE","1","brt","7","","CM","","46300","46,300 in Nigeria (Blench 2003). Population total all countries: 52,300.","Niger-Congo","1"
"48","BOKYI","1","bky","7","","CM","","143700","140,000 in Nigeria (1989 SIL). Population total all countries: 143,700.","Niger-Congo","9"
"51","BOMWALI","1","bmw","7","Population figure says '5,000 or fewer in Cameroon' in Ethnologue.","CM","Francophone","39300","33,200 in Congo (2002). Population total all countries: 39,300.","Niger-Congo","3"
"306","BONKENG","1","bvg","7","Language new to the 14th Edition of Ethnologue.Located south of Bakaka and east of Balong dialect of Bafaw-Balong.  An RA done here might be done in conjunction with Abo/Barombi.","CM","","3000","3,000 (2000).","Niger-Congo","5"
"54","MUNDABLI","1","boe","8","est. pop: 575Should change name to Mundabli.  Villages of Mundabli, Mufu, Bu.","CM","","200","200 (Good et al. 2011).","Niger-Congo","7"
"26","BUBIA","1","bbx","10","RTT with Mokpwe should wait until Mokpwe standardisation is happening.  Duala translation may be serving adequately.","CM","","600","600 (Voegelin and Voegelin 1977).","Niger-Congo","9"
"29","BUDUMA","1","bdm","7","","CM","Francophone","54800","51,600 in Chad (1993 census). Population total all countries: 54,800.","Afro-Asiatic","4"
"67","BULU","1","bum","2","Second language for as many as 800,000.A revision has been in progress and has stopped in 1999.","CM","Francophone","858000","858,000 (2007). L2 users: 800,000 (1991 UBS).","Niger-Congo","8"
"50","BUM","1","bmv","6","Potential future secondary project.Needs secondary SIL involvement to assist MT speakers as they continue to develop their language.","CM","Anglophone","21400","21,400 (2001 SIL), increasing.","Niger-Congo","7"
"55","BUNG","1","bqd","11","May have been a form of Kwanja.  No longer used.","CM","","3","3 (Dimmendaal and Voeltz 2007). Nearly extinct in 1998 (Dimmendaal and Voeltz 2007).","Unclassified","1"
"71","BUSAM","1","bxs","8","Recommendation: need RA done in surrounding languages to see if a regional approach would work for development.est. pop: 8,000Follow-up visit to northern dialect needed.  Can be combined with a Wando (Menka) RA survey.","CM","","1490","1,490 (2000).","Niger-Congo","7"
"42","BUSUU","1","bju","11","Breton has written something on these 'residual languages' he calls them in the Furu-Awa subdivision.  Breton 1993 -- in JWAL.Eth14: Only used by older people for reunions. Children learn only Jukun.","CM","","8","8 (1986 R. Breton).","Niger-Congo","7"
"40","BUWAL","1","bhs","7","Buwa/Gavar RTT done Feb2000.  Buwal def. Need with possibly inclusion of Gavar.Eth14: May be intelligible with Gavar.  Speakers closer to Mofu or Gavar regions claim to understand those languages. Fulfulde and French bilingualism is limited.  Buwal is","CM","Francophone","7000","7,000 (2001 SIL), increasing.","Afro-Asiatic","4"
"184","BYEP","1","mkk","7","Byep should be considered a different language than mekaa, even though  they are closely related. Written materials should be adapted from Mekaa into Byep. Regarding the vitality of the Byep language, no evidence was uncovered indicating that it will die ","CM","","9500","9,500 (1988 SIL).","Niger-Congo","3"
"76","CAKA","1","ckx","8","Batanga and Assaka are together largely because of contact and linguistic convergence.Caka still needs survey to determine which speech form is appropriate to develop.","CM","","5000","5,000 (Dieu and Renaud 1983).","Niger-Congo","9"
"77","CUNG","1","cug","7","RTT to be scheduled.Pop. Est. 2000","CM","","2000","2,000 (2001 SIL).","Niger-Congo","7"
"78","CUVOK","1","cuv","6","Further studies on bilingualism needed (Cuvok and Mofu).Implementation of a project to eventually translate the Bible in Cuvok is justified. Tchouvok, the speech of the main village could probably serve as basis for codifying the language, since there a","CM","Francophone","5000","5,000 (Dieu and Renaud 1983), increasing.","Afro-Asiatic","4"
"79","DABA","1","dbq","6","The Musgoi (Mazagway) dialect may soon have it's own Language Committee.Good potential for the sharing of written materials by the Mozagway and kpala peoples. It is therefore suggested that an attempt be made to adapt Daba materials into the Mazagway di","CM","Francophone","25000","24,000 in Cameroon (2007). Population total all countries: 25,000.","Afro-Asiatic","4"
"84","DAMA","1","dmm","11","Word list located in Mbum-east general file.May be a dialect of Mono.","CM","Francophone","50","50","Niger-Congo","6"
"81","DEK","1","dek","7","Might be related/intelligible with Kari or Mbum.Presence in Cameroon not confirmed.","CM","","2980","2,980 (2000).","Niger-Congo","6"
"8","DENYA","1","anv","6","1993 DYL participant represented the 'nyang group'Takamanda should be the reference standard dialect.","CM","Anglophone","11200","11,200 (1982 SIL), increasing.","Niger-Congo","9"
"88","DII","1","dur","6","2 CREA word lists available.Eth14: 50% of NT complete (1991). Speakers refer to themselves as 'Yag Dii'.  Goom is a related dialect or language.","CM","Francophone","47000","47,000 (1982 SIL).","Niger-Congo","6"
"82","DIMBONG","1","dii","9","See comment in Bafia.when more written materials have been produced in Yambeta/Nigi and in Bafia/Rikpa, these materials could be tested in Mbnong and Dii for acceptability, and the feasibility situation could be reevaluated at the same time.","CM","Francophone","140","140 (1992 SIL). Ethnic population: 50,000.","Niger-Congo","2"
"87","DOYAYO","1","dow","6","Eth14: 'Namshi' is a derogatory name sometimes used for them. People are called 'Doowaayo'.  Perhaps 20% of the men are fairly bilingual in Bilkire Fulani for trading and everyday conversation. Perhaps 5% are bilingual in French.","CM","Francophone","18000","18,000 (1985 Église Évangélique Lutherienne du Cameroun).","Niger-Congo","6"
"86","DUALA","1","dua","4","Eth14: Related to Malimba.","CM","Francophone","87700","87,700 (1982 SIL). L2 users: Used by an estimated 2,000,000 people in the city of Douala as either an L1 or an L2 (2013 SIL).","Niger-Congo","5"
"83","DUGWOR","1","dme","7","RA February 2000 indicates translation occuring by small ntrained but motivated group.Elizabeth Jarvis had been consulting.","CM","Francophone","5000","5,000 (2001 SIL).","Afro-Asiatic","4"
"89","DULI","1","duz","1","Eth14: Might have been the same as Gey, as reported by Barreteau, Breton, and Dieu 1984.","CM","","0","No known L1 speakers.","Niger-Congo","6"
"80","DUUPA","1","dae","6","NT 10% complete (1991).  Related to Pape.","CM","","5000","5,000 (1991 UBS).","Niger-Congo","6"
"3","DZODINKA","1","add","7","Dzodinka should be codified apart from the other Mfumte villages.  However it's small size puts it outside of current government criteria for codification priorities.Eth14: Speakers consider themselves to be ethnically Mfumte.","CM","Anglophone","2600","2,600 in Cameroon (2000), increasing.","Niger-Congo","7"
"96","EJAGHAM","1","etu","6","In a literacy program among the Ejagham people, in which literature in western ejagham is used, special consideration has to be given to the eastern Ejagham, for instance by producing bridging materials.Thinking about OT translation.  Plans are being ","CM","Anglophone","116700","67,300 in Nigeria (2000). Population total all countries: 116,700.","Niger-Congo","9"
"92","ELIP","1","ekm","8","DTL participant represented the 'Yambasa group'Language committee together with Yangben.RTT results showed mostly an adequate and, in one instance, a marginal level of intercomprehension between Elip, Mmala and Yangben.Yangben may therefore be a g","CM","Francophone","6400","6,400 (1982 SIL).","Niger-Congo","2"
"93","EMAN","1","emn","10","Can likely use Ipulo Scriptures being translated.","CM","","800","800 (1990 SIL).","Niger-Congo","9"
"94","ENGLISH","1","eng","2","also called 'Grammar' in Cameroon when distinguishing between Pidgin and English.","","Anglophone","55600000","55,600,000 in United Kingdom (ELDIA 2012). Population total all countries: 335,148,868. L2 users: 1,500,000 in United Kingdom (Crystal 2003). L2 users worldwide: 505,000,000.",,""
"6","ESIMBI","1","ags","7","","CM","Anglophone","20000","20,000 in Cameroon (1982 SIL), increasing.","Niger-Congo","9"
"95","ETON","1","eto","7","Most likely can use Ewondo or Bulu.","CM","","52000","52,000 (1982 SIL).","Niger-Congo","2"
"75","EVANT","1","bzz","7","Eth14: 50% lex. Sim. With Tiv.","CM","","11000","10,000 in Nigeria (1996 SIL). Population total all countries: 11,000.","Niger-Congo","9"
"97","EWONDO","1","ewo","4","Possible need to re-look at the whole Beti-Fang complex.Work is in progress by a Catholic professor (1999).  Unapproved orthography.  NT does not exist.  OT exists.Le Bamvele et l'ewondo sont devenus au fil des ans deux langues a part. Il faudrait","CM","Francophone","578000","578,000 (1982 SIL).","Niger-Congo","2"
"98","FALI, SOUTH","1","fal","6","Also 375 (fali-Tinguelin) and 376 (fali-Bele).Fali (375) may soon have it's own Language Committee (1998).Eth14: NT in Ram dialect.  Different from North Fali, or Fali (Bana) of Nigeria and Cameroon, which is Chadic; or Vin of Nigeria.","CM","","20000","20,000 (1982 SIL).","Niger-Congo","6"
"100","FALI, NORTH","1","fll","7","Also 372 (fali-Boussoum) and 373 (bveri).  Speakers are rapidly shifting to Adamawa Fulfulde. (SIL 1987).","CM","Francophone","16000","16,000 (1982 SIL).","Niger-Congo",""
"102","FANG","1","fan","8","DTL participant represented the Fang (okak) dialect.There is inherent comprehension between Fang and Ewondo, and probably also between Fang and Bulu. However, attitudes of the fang is more positive toward bulu than to Ewondo. Because of this, if standar","CM","Francophone","2400","2,400 (2001 SIL).","Niger-Congo","2"
"101","FE’FE’","1","fmp","6","Translation going on?  Gospels produced in the 1960's.Eth14: First 4 dialects listed belong to Central Fe'fe', next 5 belong to North Fe'fe'.Ask Etienne Sadembouo about current translation status.","CM","Francophone","124000","124,000 (1982 SIL).","Niger-Congo","10"
"103","FRENCH","1","fra","2","","","Francophone","74980460","60,000,000 in France (ELDIA 2012). Population total all countries: 74,980,460.",,""
"106","FULFULDE, NIGERIAN","1","fuv","4","Language Committee is for both varieties of Fulfulde.","NG","","11585000","11,500,000 in Nigeria (2000), increasing. 340,000 in Sokoto. Population total all countries: 11,585,000.",,""
"104","FULFULDE, ADAMAWA","1","fub","4","Language Committee is for both varieties of Fulfulde.Could be as many as 13,000,000 speakers of all varieties of Fulfulde.7% of all Cameroonians speak this language.Eth14: Most Scripture is in Roman script. Some portions in Arabic script. Bible","CM","Francophone","929500","669,000 in Cameroon (1986). Possibly 13,000,000 speakers of all Fulfulde varieties. Population total all countries: 929,500.","Niger-Congo","4"
"116","GAVAR","1","gou","7","Probable need for codification.Eth14: Gavar may be intelligible with Buwal, but speakers consider them to be different.","CM","Francophone","7000","7,000 (2001 SIL).","Afro-Asiatic","4"
"118","GBAYA, NORTHWEST","1","gya","6","Language committee is a 'sous-comité de Meiganga et de Bertoua'.  Recommandations:Mise sur pied d'un projet de standardisation d'une langue, etudier de plus pres le role, deja important que joue le gbaya-Yayuwe au sein de la communaute mbodomo en genera","CM","","267000","200,000 in Central African Republic (1996). Population total all countries: 267,000.","Niger-Congo","1"
"169","GBAYA-MBODOMO","1","mdo","7","Ginger Boyd: 'I think there is a great need to pin down the comprehension levels between the various dialects/languages in the Gbaya group. I'd like to see at least an RTT done between Yaayuwee, Mbodomo, Lai and Dooka. If there is time, it would be good t","CM","Francophone","8000","8,000 (1992).","Niger-Congo","3"
